Organization CRD#,Primary Business Name,Main Office Street Address 1,Main Office Street Address 2,Main Office City,Main Office State,Main Office Postal Code,Main Office Telephone Number,World Wide Web Site Address,Discretionary AUM,Discretionary accounts,Average discretionary account AUM,Non-discretionary AUM,Non-discretionary accounts,Average non-discretionary account AUM,Total AUM,Total accounts,Average total account AUM
145101,Om Investment Management LLC,15310 Amberly Drive,Suite 250,Tampa,FL,33647,(813) 388-5476,omimllc.com,"$56,270,583 ",252,"$223,296 ",$0 ,0,,"$56,270,583 ",252,"$223,296 "
132580,Omega Wealth Management LLC,200 N. Glebe Road,Suite 812,Arlington,VA,22203,(703) 387-0919,omegawealthmanagement.com,$0 ,0,,"$60,450,000 ",617,"$97,974 ","$60,450,000 ",617,"$97,974 "
142404,Omni Wealth Advisors LLC,5401 W. Kennedy Blvd.,Suite 120,Tampa,FL,33609,(813) 281-0028,omniadvisors.com,"$40,000,000 ",271,"$147,601 ","$5,200,000 ",19,"$273,684 ","$45,200,000 ",290,"$155,862 "
114861,One Capital Management LLC,2945 Townsgate Road,Suite 300,Westlake Village,CA,91361,(805) 409-8150,onecapital.com,"$407,291,855 ",249,"$1,635,710 ","$2,589,235 ",1,"$2,589,235 ","$409,881,090 ",250,"$1,639,524 "
124247,One World Ams LLC,609 E. Washington,,Riverton,WY,82501,(307) 856-2637,,"$1,030,939 ",62,"$16,628 ","$588,725 ",20,"$29,436 ","$1,619,664 ",82,"$19,752 "
159121,Openarc Asset Management,767 Fifth Ave.,19th Floor,New York,NY,10153,(212) 299-8080,openarcam.com,"$637,175 ",1,"$637,175 ","$61,241,396 ",2,"$30,620,698 ","$61,878,571 ",3,"$20,626,190 "
132996,Opes Advisors Inc.,555 College Ave.,,Palo Alto,CA,94306,(650) 319-1600,opesadvisors.com,"$155,419,000 ",172,"$903,599 ",$0 ,0,,"$155,419,000 ",172,"$903,599 "
144719,Optimal Capital Advisors LLC,12935 Sw Bayshore Dr,Suite 305,Traverse City,MI,49684,(231) 933-4677,optimalcapitalfwa.com,"$79,726,000 ",298,"$267,537 ",$0 ,0,,"$79,726,000 ",298,"$267,537 "
108008,Optimum Growth AdvisorsLLC,1745 Merrick Ave,Suite #21A,N. Merrick,NY,11566,(516) 623-2228,ogadvisors.com,"$120,971,092 ",94,"$1,286,927 ","$5,719,588 ",4,"$1,429,897 ","$126,690,680 ",98,"$1,292,762 "
105182,Optimum Investment Advisors LLC,100 South Wacker Drive,Suite 2100,Chicago,IL,60606,(312) 782-1515,optimuminvestment.com,"$333,174,912 ",743,"$448,418 ",$0 ,0,,"$333,174,912 ",743,"$448,418 "
147688,Optimum Wealth Management LLC,10431 Clayton Road,,St. Louis,MO,63131,(314) 569-0700,greenfwm.com,"$64,600,000 ",279,"$231,541 ",$0 ,0,,"$64,600,000 ",279,"$231,541 "
147500,Optimus Capital Advisors LLC,235 S Denton Tap Rd.,Suite 100,Coppell,TX,75019,(972) 745-7704,optimusca.com,"$28,638,825 ",181,"$158,226 ","$1,076,312 ",33,"$32,616 ","$29,715,137 ",214,"$138,856 "
132481,O'Rourke & Co. Inc.,One Liberty Square,5th Floor,Boston,MA,2109,(617) 482-4200,,$0 ,0,,"$200,800,000 ",393,"$510,941 ","$200,800,000 ",393,"$510,941 "
119848,Ortner O'Brien & Ortner Advisory Group Inc.,4 Mystic Lane,,Malvern,PA,19355,(610) 251-9393,taxlegalfinancial.com,"$169,636,652 ",536,"$316,486 ",$0 ,0,,"$169,636,652 ",536,"$316,486 "
108100,Osborne Partners,580 California St,Ste 1900,San Francisco,CA,94104,(415) 362-5637,osbornepartners.com,"$894,464,623 ",937,"$954,605 ","$177,662,728 ",15,"$11,844,182 ","$1,072,127,351 ",952,"$1,126,184 "
111324,Osher Van De Voorde Investment Management,125 North Raymond Ave.,Suite 309,Pasadena,CA,91103,(626) 844-7184,oshervandevoorde.com,"$152,855,739 ",204,"$749,293 ",$0 ,0,,"$152,855,739 ",204,"$749,293 "
109493,Otto & Associates Inc.,200 Katonah Ave,,Katonah,NY,10536,(914) 232-5379,ottoandassociates.com,"$84,574,816 ",454,"$186,288 ",$0 ,0,,"$84,574,816 ",454,"$186,288 "
105303,Oxford Financial Group Ltd,11711 N Meridian St.,Suite 600,Carmel,IN,46032,(317) 843-5678,ofgltd.com,"$473,036,000 ",722,"$655,175 ","$9,534,375,260 ","5,078","$1,877,585 ","$10,007,411,260 ","5,800","$1,725,416 "
124791,Oxford Investment Partners LLC,5060 N 40th St.,Suite 112,Phoenix,AZ,85018,(602) 381-1000,oxfordpartners.net,"$213,105,335 ",364,"$585,454 ","$10,607,548 ",25,"$424,302 ","$223,712,883 ",389,"$575,097 "
151711,P.F. Roberts & Associates,2324 Hollywood Blvd.,,Hollywood,FL,33020,(800) 418-7208,,$0 ,0,,"$25,516,530 ",70,"$364,522 ","$25,516,530 ",70,"$364,522 "
123287,Pacesetter Financial Group LLC,207 S. Mclean St.,,Lincoln,IL,62656,(217) 735-1576,pacesetterfinancial.com,"$26,579,805 ",116,"$229,136 ","$12,065,616 ",9,"$1,340,624 ","$38,645,421 ",125,"$309,163 "
115157,Pacific Asset Management LLC,1590 Bay St.,,Port Orchard,WA,98366,(360) 876-1938,pacificasset.com,"$120,700,000 ",814,"$148,280 ",$0 ,0,,"$120,700,000 ",814,"$148,280 "
151434,Pacific Financial Strategies Inc.,"223 E. thousand Oaks Blvd., Suite 403",,Thousand Oaks,CA,91360,(818) 991-7794,pacfs.com,"$104,454,415 ",818,"$127,695 ","$1,157,295 ",1,"$1,157,295 ","$105,611,710 ",819,"$128,952 "
112822,Pacific Mountain Advisors Inc.,5619 Scotts Valley Drive,Suite 260,Scotts Valley,CA,95066,(831) 706-2761,pacificmountainadvisors.com,"$36,136,724 ",333,"$108,519 ","$1,472,170 ",62,"$23,745 ","$37,608,894 ",395,"$95,212 "
136054,Pacifica Wealth Advisors Inc.,"26041 Acero, Suite 500",,Mission Viejo,CA,92691,(949) 305-0500,pacificawealth.com,"$40,631,902 ",32,"$1,269,747 ","$16,093,169 ",3,"$5,364,390 ","$56,725,071 ",35,"$1,620,716 "
108740,Pacwest Financial Management Inc.,1643 E. Bethany Home Rd.,,Phoenix,AZ,85016,(602) 997-8882,pacwestfn.com,"$232,699,679 ",496,"$469,153 ",$0 ,0,,"$232,699,679 ",496,"$469,153 "
122246,Pakola Steichen & Co. Llp,1550 American Blvd. East,Suite 640,Bloomington,MN,55425,(952) 851-1385,pakolasteichen.com,"$115,392,000 ",380,"$303,663 ",$0 ,0,,"$115,392,000 ",380,"$303,663 "
131625,Palantir Capital Management Ltd.,3200 Southwest Fwy,Ste 3020,Houston,TX,77027,(713) 877-0200,palantirinvestments.com,"$85,640,613 ",185,"$462,922 ","$5,273,503 ",12,"$439,459 ","$90,914,116 ",197,"$461,493 "
136089,Palisade Asset Management LLC,333 South Seventh St.,Suite 440,Minneapolis,MN,55402,(612) 455-2900,palisadeam.com,"$356,239,101 ",276,"$1,290,721 ","$12,740,413 ",10,"$1,274,041 ","$368,979,514 ",286,"$1,290,138 "
145076,Palladium Registered Investment Advisors,"999 Waterside Drive, Suite 800",Suite 800,Norfolk,VA,23510,(757) 305-1500,palladiumllc.com,"$1,272,205,389 ","1,362","$934,072 ","$29,734,011 ",13,"$2,287,232 ","$1,301,939,400 ","1,375","$946,865 "
110660,Pampel & Associates Inc.,101 South Main St.,,Monticello,IN,47960,(574) 583-7333,pampel.com,"$49,174,757 ",685,"$71,788 ",$0 ,0,,"$49,174,757 ",685,"$71,788 "
126118,Paolino William,Nyack Business Center,"99 Main St., #108",Nyack,NY,10960,(845) 348-7663,,"$51,755,511 ",497,"$104,136 ",$0 ,0,,"$51,755,511 ",497,"$104,136 "
130726,Paracle Advisors LLC,"7900 Se 28th St., Suite 204",,Mercer Island,WA,98040,(206) 466-6200,paracleadvisors.com,"$310,080,230 ",212,"$1,462,643 ","$16,494,320 ",11,"$1,499,484 ","$326,574,550 ",223,"$1,464,460 "
108090,Paradigm Financial Advisors LLC,12231 Manchester Road,,Des Peres,MO,63131,(314) 966-3400,pfaclient.com,"$18,062,215 ",31,"$582,652 ","$90,804,179 ",111,"$818,056 ","$108,866,394 ",142,"$766,665 "
117388,Paradigm Wealth Advisors LLC,12231 Manchester Road,,Des Peres,MO,63131,(314) 966-3400,paradigmclient.com,"$79,260,463 ",120,"$660,504 ","$4,072,431 ",2,"$2,036,216 ","$83,332,894 ",122,"$683,057 "
110039,Paragon Advisors Inc.,"20820 Chagrin Blvd, Chagrin Corporate Center",Suite 300,Shaker Heights,OH,44122,(216) 491-3990,paragonadvisors.net,"$47,944,000 ",20,"$2,397,200 ","$484,260,000 ",52,"$9,312,692 ","$532,204,000 ",72,"$7,391,722 "
106807,Paragon Advisors LLC,"1730 Park St., Suite 100",,Naperville,IL,60563,(630) 357-2224,paragonadvisors.com,$0 ,0,,"$145,944,882 ",968,"$150,770 ","$145,944,882 ",968,"$150,770 "
105147,Paragon Capital Management,"999 18th St., Ste 1220",,Denver,CO,80202,(303) 293-3680,pcm-net.com,"$527,784,194 ",508,"$1,038,945 ","$77,221,885 ",102,"$757,077 ","$605,006,079 ",610,"$991,813 "
143721,Paragon Financial Advisors,215 Rock Prairie Rd.,,College Station,TX,77845,(979) 693-3907,paragon-adv.com,"$157,676,396 ",326,"$483,670 ","$847,678 ",1,"$847,678 ","$158,524,074 ",327,"$484,783 "
158041,Paragon Financial Partners,1901 Ave. Of the Stars,2nd Floor,Los Angeles,CA,90067,(310) 557-1515,mojoyourmoney.com,"$32,196,613 ",64,"$503,072 ","$61,472,118 ",103,"$596,817 ","$93,668,731 ",167,"$560,891 "
105962,Paragon Wealth Management,3651 North 100 East,Suite 275,Provo,UT,84604,(801) 375-2500,paragonwealth.com,"$87,213,728 ",343,"$254,267 ","$9,522,091 ",33,"$288,548 ","$96,735,819 ",376,"$257,276 "
146543,Paragon Wealth Strategies LLC.,10245 Centurion Pkwy N.,Ste. 105,Jacksonville,FL,32256,(904) 861-0093,wealthguards.com,"$76,720,192 ",498,"$154,057 ","$2,524,957 ",25,"$100,998 ","$79,245,149 ",523,"$151,520 "
133361,Paratus Financial Inc.,"5910 N. Central Expwy, Suite 1955",,Dallas,TX,75206,(214) 378-7400,paratusfinancial.com,"$100,000,000 ",300,"$333,333 ","$800,000,000 ","1,000","$800,000 ","$900,000,000 ","1,300","$692,308 "
105815,Parker Carlson & Johnson,120 West Third St.,Suite 300,Dayton,OH,45402,(937) 223-0600,pcjinvest.com,"$196,000,000 ",344,"$569,767 ","$28,000,000 ",6,"$4,666,667 ","$224,000,000 ",350,"$640,000 "
114213,Parker Financial Advisors,14800 Saint Mary'S Lane,Suite 245,Houston,TX,77079,(832) 476-3495,parkerfeeonly.com,"$78,963,111 ",184,"$429,147 ","$109,545 ",1,"$109,545 ","$79,072,656 ",185,"$427,420 "
138121,Parks Capital,141 Sully'S Trail Suite 3,,Pittsford,NY,14534,(585) 248-5700,rpigllc.com,"$5,312,117 ",83,"$64,001 ","$20,418,813 ",187,"$109,192 ","$25,730,930 ",270,"$95,300 "
148052,Parkshore Wealth Management,3007 Douglas Blvd.,Suite 150,Roseville,CA,95661,(916) 797-3007,pwmadvisor.com,"$79,775,584 ",438,"$182,136 ",$0 ,0,,"$79,775,584 ",438,"$182,136 "
133908,Parkworth Wealth Management Inc.,1737 N. First St.,Suite 290,San Jose,CA,95112,(408) 436-9800,parkworth.com,"$34,538,873 ",159,"$217,226 ","$2,054,038 ",7,"$293,434 ","$36,592,911 ",166,"$220,439 "
105470,Parlan Financial Corp,5942 Renaissance Place Ste. D,,Toledo,OH,43623,(419) 885-1130,parlan.com,"$24,610,717 ",177,"$139,044 ","$10,528,421 ",32,"$329,013 ","$35,139,138 ",209,"$168,130 "
150310,Parrish & Co. Private Wealth Management LLC,5425 Wisconsin Ave.,Suite 201,Chevy Chase,MD,20815,(301) 656-8326,parrishpwm.com,"$116,912,620 ",489,"$239,085 ","$4,422,652 ",10,"$442,265 ","$121,335,272 ",499,"$243,157 "
104919,Parsec Financial Management Inc.,6 Wall St,,Asheville,NC,28801,(828) 255-0271,parsecfinancial.com,"$1,049,038,674 ","3,812","$275,194 ","$114,997,427 ",251,"$458,157 ","$1,164,036,101 ","4,063","$286,497 "
106295,Parsons Capital Management Inc.,"10 Weybosset St., Ste 1000",,Providence,RI,2903,(401) 521-2440,parsonscapital.com,"$818,701,629 ","1,247","$656,537 ","$13,864,564 ",14,"$990,326 ","$832,566,193 ","1,261","$660,243 "
114494,Parsons Capital Management LLC,1225 Rt. 31 South Building A,Suite 112,Lebanon,NJ,8833,(908) 730-0011,parsonscapitalmanagement.com,"$108,400,000 ",803,"$134,994 ","$9,600,000 ",66,"$145,455 ","$118,000,000 ",869,"$135,788 "
151980,Partners In Financial Planning LLC,421 South College Ave.,,Salem,VA,24153,(540) 444-2930,partnersinfinancialplanning.com,"$187,732,452 ",986,"$190,398 ",$0 ,0,,"$187,732,452 ",986,"$190,398 "
112786,Partnersinwealth Inc.,3400 Bissonnet Ste 145,,Houston,TX,77005,(713) 964-4028,partnersinwealth.com,"$119,356,514 ",409,"$291,825 ","$47,914,779 ",169,"$283,519 ","$167,271,293 ",578,"$289,397 "
151479,Pathlight Investors LLC,3131 East Camelback Road,Suite 211,Phoenix,AZ,85016,(602) 795-7600,pathlightinvestors.com,"$93,756,657 ",281,"$333,654 ","$57,972,780 ",135,"$429,428 ","$151,729,437 ",416,"$364,734 "
124801,Pathway Financial Advisors LLC,110 Main St.,Suite 401,Burlington,VT,5401,(802) 660-7086,pathwayadvisors.com,"$136,141,957 ",337,"$403,982 ",$0 ,0,,"$136,141,957 ",337,"$403,982 "
143817,Pathways Advisory Group Inc.,684 West Cromwell Ave.,Suite 103,Fresno,CA,93711,(559) 431-4700,pathwaysadvisorygroup.com,$0 ,0,,"$93,050,226 ",662,"$140,559 ","$93,050,226 ",662,"$140,559 "
127960,Pathways Financial PartnersInc.,4703 E. Camp Lowell,Suite 253,Tucson,AZ,85712,(520) 299-5875,2pathways.com,"$48,393,194 ",80,"$604,915 ","$7,047,346 ",15,"$469,823 ","$55,440,540 ",95,"$583,585 "
140389,Patricia A. Heath & Associates Inc.,400 Central Ave.,Suite 100/120,Northfield,IL,60093,(847) 446-9920,,"$44,595,127 ",212,"$210,354 ",$0 ,0,,"$44,595,127 ",212,"$210,354 "
112802,Patrick M. Sweeney & Associates Inc.,18-4 E Dundee Road,Suite 160,Barrington,IL,60010,(847) 277-7771,,$0 ,0,,"$47,193,255 ",165,"$286,020 ","$47,193,255 ",165,"$286,020 "
130447,Patriot Wealth Management Inc.,5847 San Felipe,Suite 200,Houston,TX,77057,(713) 344-9300,patriotwealth.com,"$819,151,853 ","1,045","$783,877 ","$23,326,492 ",46,"$507,098 ","$842,478,345 ","1,091","$772,207 "
126145,Patton Albertson & Miller LLC,231 Riverside Drive,Suite 105,Macon,GA,31201,(478) 742-5554,pattonalbertsonmiller.com,"$407,006,456 ",733,"$555,261 ","$13,158,533 ",104,"$126,524 ","$420,164,989 ",837,"$501,989 "
105335,Paul Comstock Partners,Two Riverway,Suite 1000,Houston,TX,77056,(713) 977-2694,paulcomstockpartners.com,$0 ,0,,"$1,625,952,379 ",141,"$11,531,577 ","$1,625,952,379 ",141,"$11,531,577 "
111600,Paulahogan,250 W. Coventry Ct. Suite 202,,Milwaukee,WI,53217,(414) 352-9111,paulahogan.com,$0 ,0,,"$178,008,361 ",610,"$291,817 ","$178,008,361 ",610,"$291,817 "
150374,Paulson Wealth Management LLC,213 West  Wesley St.,Suite 202,Wheaton,IL,60187,(630) 517-2950,paulsonwealth.com,"$56,000,000 ",194,"$288,660 ","$38,475,520 ",38,"$1,012,514 ","$94,475,520 ",232,"$407,222 "
134854,Payant Financial Services Inc.,1653 Sun City Center Plaza,,Sun City Center,FL,33573,(813) 633-7333,payantfinancial.com,"$50,068,972 ",230,"$217,691 ","$404,966 ",2,"$202,483 ","$50,473,938 ",232,"$217,560 "
147119,Payne Capital Management LLC,250 Fifth Ave.,Suite 501,New York,NY,10001,(646) 461-7670,paynecm.com,$0 ,0,,"$255,317,473 ","1,384","$184,478 ","$255,317,473 ","1,384","$184,478 "
105904,Payne Wealth Partners Inc.,7144 East Virginia St.,,Evansville,IN,47715,(812) 477-6221,paynewealthpartners.com,"$260,563,911 ",210,"$1,240,781 ","$27,113,522 ",9,"$3,012,614 ","$287,677,433 ",219,"$1,313,596 "
116752,Paysse Jennison Inc.,9311 Se 36th St.,Suite 206,Mercer Island,WA,98040,(206) 236-7343,payssejennison.com,"$38,293,627 ",228,"$167,955 ",$0 ,0,,"$38,293,627 ",228,"$167,955 "
115013,Pbgh Financial Advisors Inc.,725 Jackson St.,Suite 210,Fredericksburg,VA,22401,(540) 371-3566,pbghfa.com,"$105,000,000 ",585,"$179,487 ","$30,000,000 ",25,"$1,200,000 ","$135,000,000 ",610,"$221,311 "
106895,Pds Planning Inc.,1621 W First Ave,,Columbus,OH,43212,(614) 481-8449,pdsplanning.com,"$284,757,000 ",642,"$443,547 ","$263,321,000 ",694,"$379,425 ","$548,078,000 ","1,336","$410,238 "
131821,Peachtree Wealth Management LLC,3715 Northside Parkway,Suite 2-600,Atlanta,GA,30327,(678) 904-0594,,"$51,857,400 ",4,"$12,964,350 ","$120,505,700 ",18,"$6,694,761 ","$172,363,100 ",22,"$7,834,686 "
106944,Peak Asset Management LLC,1371 E. Hecla Drive,Suite A,Louisville,CO,80027,(303) 926-0100,peakam.com,"$181,500,000 ",368,"$493,207 ","$20,500,000 ",17,"$1,205,882 ","$202,000,000 ",385,"$524,675 "
115207,Peak Financial Advisors,50 South Steele St.,Suite 435,Denver,CO,80209,(303) 316-2799,peakfinancial.com,"$89,139,842 ",353,"$252,521 ","$4,270,470 ",2,"$2,135,235 ","$93,410,312 ",355,"$263,128 "
151255,Pebble Management Group,3500 N. Causeway Blvd.,Suite 160,Metairie,LA,70002,(504) 401-0179,pebblemg.com,"$4,300,000 ",33,"$130,303 ",$0 ,0,,"$4,300,000 ",33,"$130,303 "
112397,Pegasus Associates LLC,400 Rella Blvd.,Suite 157,Montebello,NY,10901,(845) 369-9422,,"$1,111,803 ",19,"$58,516 ",$0 ,0,,"$1,111,803 ",19,"$58,516 "
107310,Pekin Singer Strauss Asset Management Inc.,"21 S Clark St., Suite 3325",,Chicago,IL,60603,(312) 554-7525,pekinsinger.com,"$789,433,744 ","1,607","$491,247 ","$47,606,307 ",105,"$453,393 ","$837,040,051 ","1,712","$488,925 "
152436,Peninsula Wealth LLC,"350 Townsend St., Suite 411",,San Francisco,CA,94107,(650) 477-2126,peninsulawealth.com,"$86,000,000 ",270,"$318,519 ","$2,000,000 ",5,"$400,000 ","$88,000,000 ",275,"$320,000 "
108478,Pennington Financial Group,11246 Gold Express Drive,Ste 102,Gold River,CA,95670,(916) 635-5858,pfgadvisor.com,"$160,274,529 ",477,"$336,005 ",$0 ,0,,"$160,274,529 ",477,"$336,005 "
113914,Pension Consultants Inc.,300 South Campbell Ave.,,Springfield,MO,65806,(417) 889-4918,pension-consultants.com,$0 ,0,,$0 ,0,,$0 ,0,
115738,Peregrine Asset Advisers Inc.,"9755 Sw Barnes Rd., Suite 295",,Portland,OR,97225,(503) 459-4651,peregrineaa.com,"$225,227,773 ",301,"$748,265 ","$4,372,000 ",16,"$273,250 ","$229,599,773 ",317,"$724,290 "
131037,Perigon Wealth Management LLC,201 Mission St.,Suite 1825,San Francisco,CA,94105,(415) 430-4140,perigonpartners.com,"$131,341,812 ",56,"$2,345,390 ","$16,040,207 ",2,"$8,020,104 ","$147,382,019 ",58,"$2,541,069 "
121237,Perry B. Seiffert Investment Management,4550 Montgomery Ave.,Suite 760 N,Bethesda,MD,20814,(301) 951-1588,,"$54,190,990 ",198,"$273,692 ",$556 ,1,$556 ,"$54,191,546 ",199,"$272,319 "
108107,Persimmon Capital Management LP,1777 Sentry Parkway West,"Gwynedd Hall, Suite 102",Blue Bell,PA,19422,(484) 572-0500,persimmoncapital.com,"$106,400,000 ",5,"$21,280,000 ","$120,900,000 ",60,"$2,015,000 ","$227,300,000 ",65,"$3,496,923 "
107838,Personal Business Management Group Ltd,1911 Summer St,,Stamford,CT,6905,(203) 357-1046,pbmgltd.com,"$128,235,109 ",159,"$806,510 ",$0 ,0,,"$128,235,109 ",159,"$806,510 "
155172,Personal Capital Advisors Corporation,90 New Montgomery,Suite 712,San Francisco,CA,94105,(415) 800-5922,personalcapital.com,"$10,785,000 ",40,"$269,625 ",$0 ,0,,"$10,785,000 ",40,"$269,625 "
110384,Personal Choice Financial Advisors LLC,4555 Lake Forest Drive,650 Westlake Center,Cincinnati,OH,45242,(513) 588-8080,,"$68,357,205 ",269,"$254,116 ","$9,853,717 ",28,"$351,918 ","$78,210,922 ",297,"$263,336 "
118477,Personal Financial Advisors LLC,"100 Tyler St., Number 6",,Covington,LA,70433,(985) 898-0450,mypfa.com,"$91,525,000 ",155,"$590,484 ","$471,000 ",5,"$94,200 ","$91,996,000 ",160,"$574,975 "
125533,Personal Financial Advisors LLC,9130 Galleria Court-Suite 313,,Naples,FL,34109,(239) 514-3360,,$0 ,0,,"$46,471,000 ",163,"$285,098 ","$46,471,000 ",163,"$285,098 "
26440,Personal Financial Consultants Inc.,5901 Christie Ave.,Suite 201,Emeryville,CA,94608,(888) 557-3272,personalfinancial.com,$0 ,0,,"$133,017,564 ",699,"$190,297 ","$133,017,564 ",699,"$190,297 "
116806,Personal Financial Group,7007 College Blvd.,Suite 410,Overland Park,KS,66211,(913) 451-7526,personalfinancialgrp.com,"$70,962,026 ",606,"$117,099 ","$62,457,037 ",104,"$600,548 ","$133,419,063 ",710,"$187,914 "
108801,Personal Financial Management,1001 B Ave.,Suite 307,Coronado,CA,92118,(619) 435-1600,,"$157,487,806 ",161,"$978,185 ","$155,780,058 ",34,"$4,581,766 ","$313,267,864 ",195,"$1,606,502 "
115605,Personal Financial Planning Inc.,707 Lake Cook Road,Suite 109,Deerfield,IL,60015,(847) 205-2590,,"$210,000,000 ",375,"$560,000 ",$0 ,0,,"$210,000,000 ",375,"$560,000 "
112178,Personal Money Planning,4245 Kemp Blvd Suite 806,,Wichita Falls,TX,76308,(940) 692-6885,texasinvest.com,"$51,024,801 ",326,"$156,518 ",$0 ,0,,"$51,024,801 ",326,"$156,518 "
140975,Personal Portfolio Management Inc.,7284 W. Palmetto Park Rd.,Ste. 305-S,Boca Raton,FL,33433,(561) 417-3737,personalportfoliomanagement.com,$0 ,0,,"$151,632,685 ",18,"$8,424,038 ","$151,632,685 ",18,"$8,424,038 "
127704,Perspective Financial Services LLC,1440 E. Missouri Ave.,Suite C250,Phoenix,AZ,85014,(602) 281-4357,moneyaz.com,"$91,269,978 ",714,"$127,829 ","$1,644,325 ",12,"$137,027 ","$92,914,303 ",726,"$127,981 "
107196,Petra Financial Advisors Inc.,2 North Cascade Ave Suite 720,,Colorado Springs,CO,80903,(719) 636-9000,petrafinancial.com,"$95,751,323 ",580,"$165,088 ","$1,647,440 ",52,"$31,682 ","$97,398,763 ",632,"$154,112 "
109268,Pflug Koory LLC,11312 'Q' St.,,Omaha,NE,68137,(402) 691-0988,pkllc.com,"$59,405,427 ",84,"$707,207 ","$36,691,592 ",9,"$4,076,844 ","$96,097,019 ",93,"$1,033,301 "
106390,Pfm Capital Management LLC,Perimeter Ridge 750 Hammond Dr,Building One,Sandy Springs,GA,30328,(404) 705-4593,pfmcapital.com,"$166,516,872 ",135,"$1,233,458 ",$0 ,0,,"$166,516,872 ",135,"$1,233,458 "
122959,Phase Iii Advisory Services Ltd,1110 W.Lake Cook Rd.,Suite #265,Buffalo Grove,IL,60089,(847) 520-5545,phase3advisory.com,"$77,908,415 ",698,"$111,617 ","$24,255,035 ",660,"$36,750 ","$102,163,450 ","1,358","$75,231 "
148127,Philip A. Huss Cpa PLLC,110 Wylderose Drive,,Midlothian,VA,23113,(804) 423-5694,,"$53,071,372 ",70,"$758,162 ","$7,475,857 ",5,"$1,495,171 ","$60,547,229 ",75,"$807,296 "
105942,Piermani Charles J Associates,2240 Dekalb Pike,,Norristown,PA,19401,(610) 275-7544,,"$41,762,668 ",360,"$116,007 ",$0 ,0,,"$41,762,668 ",360,"$116,007 "
119376,Piermont Wealth Management Inc.,135 Crossways Park Drive,Suite 102,Woodbury,NY,11797,(516) 496-7800,piermontwealth.com,"$123,577,617 ",441,"$280,221 ","$3,117,540 ",27,"$115,464 ","$126,695,157 ",468,"$270,716 "
156862,Piershale Financial Group Inc.,407 East Congress Parkway,Suite C,Crystal Lake,IL,60014,(815) 455-6453,piershalefinancial.com,"$129,328,629 ","1,012","$127,795 ",$0 ,0,,"$129,328,629 ","1,012","$127,795 "
111536,Pile Wealth Management,One Indiana Square,Suite 1200,Indianapolis,IN,46204,(317) 269-3454,pilewealth.com/,"$17,276,332 ",74,"$233,464 ","$10,473,481 ",44,"$238,034 ","$27,749,813 ",118,"$235,168 "
107191,Pillar Financial Advisors Inc.,404 Wyman St.,Suite 210,Waltham,MA,2451,(781) 290-4900,pillarfinancial.com,"$411,783,846 ",408,"$1,009,274 ","$158,553,983 ",136,"$1,165,838 ","$570,337,829 ",544,"$1,048,415 "
121880,Pillar Financial Advisors LLC,3046 Breckenridge Lane,Suite 104,Louisville,KY,40220,(502) 384-3890,pillar.net,"$63,522,744 ",61,"$1,041,356 ","$992,079 ",1,"$992,079 ","$64,514,823 ",62,"$1,040,562 "
